Sun Apr 22 11:28:09 2018

Number of Points = 2995
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
268.732078	10552.878841	9.744295	-0.051549	5.581479
269.002590	10563.897565	9.749299	-0.051601	5.584350
269.117631	10574.927882	9.754304	-0.051625	5.587216
269.095790	10585.846502	9.759309	-0.051623	5.590046
269.280719	10596.955192	9.764314	-0.051660	5.592932
269.324861	10607.894781	9.769319	-0.051670	5.595768
269.510386	10618.983607	9.774323	-0.051706	5.598645
269.575674	10629.948333	9.779328	-0.051721	5.601485
269.781884	10640.970880	9.784333	-0.051761	5.604344
270.022827	10651.967638	9.789338	-0.051808	5.607195
270.196904	10662.986969	9.794343	-0.051843	5.610049
270.321296	10673.951398	9.799347	-0.051868	5.612885
270.459412	10685.071949	9.804352	-0.051896	5.615760
270.537897	10696.008242	9.809357	-0.051912	5.618584
270.785423	10707.059341	9.814362	-0.051960	5.621443
270.922468	10718.015539	9.819367	-0.051988	5.624271
271.140214	10729.099307	9.824371	-0.052031	5.627134
271.236379	10740.036183	9.829376	-0.052051	5.629953
271.658606	10751.075950	9.834381	-0.052131	5.632809
271.784108	10762.085537	9.839386	-0.052157	5.635646
271.844298	10773.085606	9.844391	-0.052170	5.638475
272.142558	10784.111446	9.849395	-0.052228	5.641319
272.091855	10795.116326	9.854400	-0.052220	5.644143
272.216734	10806.119280	9.859405	-0.052246	5.646972
272.250125	10817.160020	9.864410	-0.052254	5.649805
272.318703	10828.140554	9.869415	-0.052269	5.652623
272.720761	10839.175534	9.874419	-0.052346	5.655465
272.851860	10850.175704	9.879424	-0.052372	5.658288
272.950124	10861.193296	9.884429	-0.052393	5.661112
273.147742	10872.202800	9.889434	-0.052431	5.663936
273.266925	10883.209153	9.894439	-0.052456	5.666755
273.396104	10894.214812	9.899443	-0.052482	5.669573
273.566867	10905.269243	9.904448	-0.052516	5.672403
273.757709	10916.206736	9.909453	-0.052553	5.675203
273.871143	10927.270392	9.914458	-0.052576	5.678031
274.035212	10938.276464	9.919463	-0.052609	5.680845
274.055807	10949.312425	9.924467	-0.052615	5.683659
274.351683	10960.255418	9.929472	-0.052672	5.686459
274.609866	10971.299796	9.934477	-0.052722	5.689281
274.604408	10982.311702	9.939482	-0.052723	5.692084
274.694888	10993.375060	9.944487	-0.052742	5.694903
274.844260	10999.560091	9.949491	-0.052771	5.696481
274.925935	10999.598170	9.954496	-0.052787	5.696494

274.842494	10999.530727	9.959501	-0.052771	5.696474
274.826069	10999.554952	9.964506	-0.052768	5.696480
275.001451	10999.538735	9.969511	-0.052801	5.696481
274.925038	10999.580821	9.974515	-0.052787	5.696490
274.908869	10999.558369	9.979520	-0.052784	5.696483
275.031655	10999.566387	9.984525	-0.052807	5.696490
275.039278	10999.518650	9.989530	-0.052808	5.696478
275.158803	10999.588479	9.994535	-0.052831	5.696500
275.138080	10999.581366	9.999539	-0.052827	5.696497
275.038983	10999.562665	10.004544	-0.052809	5.696489
275.042096	10999.513078	10.009549	-0.052809	5.696476
275.194509	10999.590773	10.014554	-0.052838	5.696501
275.189433	10999.598747	10.019559	-0.052837	5.696503
275.141520	10999.551090	10.024563	-0.052828	5.696490
275.123044	10999.499488	10.029568	-0.052825	5.696476
275.111040	10999.643412	10.034573	-0.052823	5.696512
274.902564	10999.555906	10.039578	-0.052784	5.696483
275.070671	10999.575033	10.044583	-0.052815	5.696493
275.110825	10999.552395	10.049587	-0.052823	5.696489
275.143446	10999.587230	10.054592	-0.052829	5.696499
275.179977	10999.567532	10.059597	-0.052836	5.696495
275.270385	10999.555342	10.064602	-0.052853	5.696495
275.274451	10999.549816	10.069607	-0.052854	5.696494
275.334282	10999.578549	10.074611	-0.052865	5.696503
275.232774	10999.557716	10.079616	-0.052846	5.696495
275.114399	10999.588243	10.084621	-0.052824	5.696498
275.257392	10999.588643	10.089626	-0.052851	5.696503
275.421840	10999.593532	10.094631	-0.052882	5.696510
275.350135	10999.517150	10.099635	-0.052868	5.696488
275.311582	10999.581165	10.104640	-0.052861	5.696503
275.252658	10999.552169	10.109645	-0.052850	5.696494
275.286279	10999.611420	10.114650	-0.052857	5.696510
275.093557	10999.536531	10.119655	-0.052821	5.696485
275.348309	10999.585778	10.124659	-0.052869	5.696506
275.345828	10999.568855	10.129664	-0.052868	5.696501
275.214262	10999.542231	10.134669	-0.052844	5.696490
275.195523	10999.544672	10.139674	-0.052840	5.696490
275.301751	10999.584370	10.144679	-0.052860	5.696504
275.322201	10999.564373	10.149683	-0.052864	5.696500
275.398626	10999.605611	10.154688	-0.052878	5.696513
275.285442	10999.559338	10.159693	-0.052857	5.696497
275.394041	10999.588899	10.164698	-0.052878	5.696508
275.422024	10999.565437	10.169703	-0.052883	5.696503
275.402763	10999.538488	10.174707	-0.052880	5.696496
275.311105	10999.558069	10.179712	-0.052863	5.696498
275.397615	10999.588136	10.184717	-0.052879	5.696508
275.386426	10999.542920	10.189722	-0.052877	5.696496
275.458452	10999.601933	10.194727	-0.052890	5.696514
275.460237	10999.515699	10.199731	-0.052891	5.696492
275.458711	10999.594391	10.204736	-0.052891	5.696512
275.350166	10999.552407	10.209741	-0.052871	5.696498
275.426078	10999.608444	10.214746	-0.052885	5.696515
275.401347	10999.542949	10.219751	-0.052880	5.696497
275.474039	10999.592053	10.224755	-0.052894	5.696512
275.454804	10999.592105	10.229760	-0.052890	5.696511
275.508736	10999.538160	10.234765	-0.052900	5.696500
275.434802	10999.540635	10.239770	-0.052887	5.696498
275.430049	10999.619760	10.244775	-0.052886	5.696518
275.569480	10999.561719	10.249779	-0.052912	5.696508
275.735358	10999.632702	10.254784	-0.052943	5.696531
275.642034	10999.532212	10.259789	-0.052926	5.696503
275.533662	10999.554032	10.264794	-0.052906	5.696505
275.633489	10999.567585	10.269799	-0.052924	5.696511
275.758283	10999.560606	10.274803	-0.052948	5.696514
275.631575	10999.582429	10.279808	-0.052924	5.696515
275.601936	10999.571601	10.284813	-0.052919	5.696511
275.691921	10999.561923	10.289818	-0.052936	5.696512
275.780656	10999.596602	10.294823	-0.052952	5.696524
275.852987	10999.559831	10.299827	-0.052966	5.696517
275.869720	10999.584522	10.304832	-0.052969	5.696524
275.842818	10999.565962	10.309837	-0.052964	5.696518
275.877049	10999.617768	10.314842	-0.052971	5.696533
275.839315	10999.541739	10.319847	-0.052964	5.696512
275.836209	10999.574000	10.324851	-0.052963	5.696520
275.784543	10999.607859	10.329856	-0.052954	5.696527
275.808580	10999.594746	10.334861	-0.052958	5.696525
275.669126	10999.532353	10.339866	-0.052932	5.696504
275.808076	10999.562757	10.344871	-0.052958	5.696516
275.798982	10999.522170	10.349875	-0.052957	5.696506
275.841880	10999.617003	10.354880	-0.052965	5.696531
275.764653	10999.580639	10.359885	-0.052951	5.696520
275.942930	10999.608227	10.364890	-0.052984	5.696533
275.875706	10999.563156	10.369895	-0.052971	5.696519
275.890636	10999.580724	10.374899	-0.052974	5.696524
275.767814	10999.518556	10.379904	-0.052952	5.696504
275.766770	10999.587365	10.384909	-0.052951	5.696521
275.701543	10999.539572	10.389914	-0.052939	5.696507
275.815112	10999.583198	10.394919	-0.052961	5.696522
275.759969	10999.578243	10.399923	-0.052950	5.696519
275.681902	10999.568997	10.404928	-0.052936	5.696514
275.673817	10999.594559	10.409933	-0.052935	5.696520
275.738417	10999.576009	10.414938	-0.052947	5.696518
275.730720	10999.554875	10.419943	-0.052945	5.696512
275.846317	10999.590864	10.424947	-0.052967	5.696525
275.671128	10999.560266	10.429952	-0.052935	5.696511
275.858593	10999.554706	10.434957	-0.052969	5.696516
275.720986	10999.614815	10.439962	-0.052944	5.696527
275.775063	10999.573126	10.444967	-0.052954	5.696518
275.809542	10999.558613	10.449971	-0.052961	5.696516
275.853503	10999.560014	10.454976	-0.052969	5.696518
275.908123	10999.552622	10.459981	-0.052979	5.696518
275.936120	10999.568438	10.464986	-0.052985	5.696523
275.963079	10999.572119	10.469991	-0.052990	5.696525
276.054092	10999.611404	10.474995	-0.053007	5.696538
275.923940	10999.560038	10.480000	-0.052983	5.696520
276.151173	10999.556514	10.485005	-0.053025	5.696527
276.027301	10999.548496	10.490010	-0.053002	5.696521
276.015347	10999.613858	10.495015	-0.053000	5.696537
276.023446	10999.509591	10.500019	-0.053001	5.696511
276.113559	10999.583367	10.505024	-0.053018	5.696533
276.056791	10999.576174	10.510029	-0.053008	5.696529
276.113431	10999.595517	10.515034	-0.053018	5.696536
276.084661	10999.555112	10.520039	-0.053013	5.696525
275.988547	10999.570379	10.525043	-0.052995	5.696525
276.062070	10999.575183	10.530048	-0.053009	5.696529
276.032472	10999.576624	10.535053	-0.053004	5.696528
275.958662	10999.532436	10.540058	-0.052990	5.696515
275.981354	10999.580879	10.545063	-0.052994	5.696528
276.046652	10999.599060	10.550067	-0.053007	5.696535
276.073934	10999.568327	10.555072	-0.053012	5.696528
276.063203	10999.510774	10.560077	-0.053010	5.696513
275.970256	10999.613997	10.565082	-0.052993	5.696536
275.837358	10999.580185	10.570087	-0.052968	5.696523
276.095289	10999.572546	10.575091	-0.053016	5.696530
276.070378	10999.529169	10.580096	-0.053012	5.696518
275.916480	10999.589006	10.585101	-0.052983	5.696528
275.978523	10999.556069	10.590106	-0.052995	5.696521
276.043867	10999.581609	10.595111	-0.053007	5.696530
276.031753	10999.543882	10.600115	-0.053005	5.696520
276.108101	10999.582677	10.605120	-0.053019	5.696533
276.113117	10999.545109	10.610125	-0.053020	5.696523
276.124286	10999.600006	10.615130	-0.053022	5.696538
275.914433	10999.578963	10.620135	-0.052984	5.696525
276.231153	10999.597815	10.625139	-0.053043	5.696541
276.086773	10999.555721	10.630144	-0.053016	5.696525
276.238675	10999.567205	10.635149	-0.053044	5.696533
276.098636	10999.566264	10.640154	-0.053018	5.696528
276.224775	10999.605751	10.645159	-0.053042	5.696543
276.108107	10999.528027	10.650163	-0.053020	5.696519
275.904550	10999.560150	10.655168	-0.052982	5.696520
276.031619	10999.614242	10.660173	-0.053006	5.696538
276.050145	10999.604323	10.665178	-0.053010	5.696536
276.085250	10999.540626	10.670183	-0.053016	5.696521
276.271515	10999.581875	10.675187	-0.053051	5.696538
276.142634	10999.518063	10.680192	-0.053027	5.696518
276.179112	10999.606393	10.685197	-0.053034	5.696541
276.219753	10999.541954	10.690202	-0.053042	5.696526
276.214562	10999.586769	10.695207	-0.053041	5.696538
276.169139	10999.541231	10.700211	-0.053032	5.696525
276.126283	10999.578820	10.705216	-0.053025	5.696533
276.280218	10999.550751	10.710221	-0.053053	5.696531
276.288071	10999.615913	10.715226	-0.053055	5.696548
276.198388	10999.546846	10.720231	-0.053038	5.696527
276.206132	10999.589928	10.725235	-0.053040	5.696538
276.230754	10999.542366	10.730240	-0.053045	5.696527
276.287621	10999.598504	10.735245	-0.053055	5.696543
276.187889	10999.530784	10.740250	-0.053037	5.696523
276.290804	10999.578295	10.745255	-0.053056	5.696538
276.307991	10999.568555	10.750259	-0.053059	5.696536
276.288168	10999.553956	10.755264	-0.053056	5.696532
276.101637	10999.559246	10.760269	-0.053021	5.696527
276.255854	10999.590060	10.765274	-0.053050	5.696540
276.271515	10999.558430	10.770279	-0.053053	5.696533
276.261015	10999.586771	10.775283	-0.053051	5.696540
276.302448	10999.544322	10.780288	-0.053059	5.696530
276.243827	10999.554563	10.785293	-0.053048	5.696531
276.322658	10999.602846	10.790298	-0.053063	5.696546
276.318694	10999.573846	10.795303	-0.053062	5.696538
276.302258	10999.529333	10.800307	-0.053059	5.696526
276.341135	10999.551056	10.805312	-0.053067	5.696533
276.396940	10999.619612	10.810317	-0.053077	5.696553
276.441862	10999.576694	10.815322	-0.053085	5.696543
276.161518	10999.530727	10.820327	-0.053033	5.696522
276.212531	10999.563099	10.825331	-0.053043	5.696532
276.188914	10999.644755	10.830336	-0.053039	5.696552
276.377091	10999.555631	10.835341	-0.053074	5.696536
276.262564	10999.541450	10.840346	-0.053053	5.696528
276.229307	10999.582662	10.845351	-0.053047	5.696538
276.316542	10999.541438	10.850355	-0.053063	5.696530
276.317083	10999.573210	10.855360	-0.053063	5.696538
276.264611	10999.572807	10.860365	-0.053053	5.696536
276.168125	10999.593033	10.865370	-0.053036	5.696538
276.199592	10999.547009	10.870375	-0.053041	5.696528
276.342967	10999.586642	10.875379	-0.053068	5.696543
276.270681	10999.566799	10.880384	-0.053055	5.696535
276.488175	10999.596498	10.885389	-0.053095	5.696550
276.393288	10999.564954	10.890394	-0.053078	5.696539
276.396424	10999.571827	10.895399	-0.053079	5.696541
276.175082	10999.549868	10.900403	-0.053038	5.696528
276.302342	10999.569565	10.905408	-0.053061	5.696537
276.316612	10999.565126	10.910413	-0.053064	5.696536
276.385889	10999.592596	10.915418	-0.053077	5.696546
276.306508	10999.558974	10.920423	-0.053062	5.696535
276.372872	10999.559828	10.925427	-0.053075	5.696537
276.403839	10999.543331	10.930432	-0.053081	5.696534
276.434111	10999.566208	10.935437	-0.053086	5.696541
276.308249	10999.607557	10.940442	-0.053063	5.696547
276.458928	10999.555374	10.945447	-0.053091	5.696539
276.404292	10999.567536	10.950451	-0.053081	5.696540
276.385876	10999.562569	10.955456	-0.053078	5.696538
276.284477	10999.563813	10.960461	-0.053059	5.696535
276.573037	10999.620813	10.965466	-0.053113	5.696560
276.530941	10999.552732	10.970471	-0.053105	5.696541
276.472751	10999.577646	10.975475	-0.053094	5.696545
276.419125	10999.550392	10.980480	-0.053084	5.696536
276.483636	10999.595685	10.985485	-0.053097	5.696550
276.464929	10999.566206	10.990490	-0.053093	5.696542
276.599063	10999.611988	10.995495	-0.053118	5.696558
276.337601	10999.519299	11.000499	-0.053070	5.696526
276.502951	10999.619818	11.005504	-0.053101	5.696557
276.457213	10999.574321	11.010509	-0.053092	5.696544
276.462048	10999.561327	11.015514	-0.053093	5.696541
276.291815	10999.559522	11.020519	-0.053062	5.696535
276.335336	10999.580623	11.025523	-0.053070	5.696541
276.235888	10999.571786	11.030528	-0.053051	5.696536
276.447541	10999.619453	11.035533	-0.053091	5.696555
276.348327	10999.532023	11.040538	-0.053072	5.696530
276.292544	10999.590985	11.045543	-0.053062	5.696543
276.331606	10999.585678	11.050547	-0.053070	5.696543
276.347028	10999.583540	11.055552	-0.053073	5.696543
276.196587	10999.569263	11.060557	-0.053045	5.696534
276.330028	10999.573401	11.065562	-0.053070	5.696540
276.256638	10999.556161	11.070567	-0.053056	5.696533
276.356137	10999.555029	11.075571	-0.053075	5.696536
276.217045	10999.551506	11.080576	-0.053049	5.696530
276.410181	10999.621295	11.085581	-0.053085	5.696555
276.537097	10999.537927	11.090586	-0.053109	5.696538
276.399815	10999.588172	11.095591	-0.053083	5.696546
276.225478	10999.518176	11.100595	-0.053051	5.696522
276.384763	10999.624418	11.105600	-0.053081	5.696555
276.509990	10999.551096	11.110605	-0.053104	5.696540
276.488542	10999.588271	11.115610	-0.053100	5.696549
276.354654	10999.601235	11.120615	-0.053075	5.696548
276.429317	10999.593612	11.125619	-0.053089	5.696548
276.628968	10999.547141	11.130624	-0.053126	5.696543
276.462561	10999.549733	11.135629	-0.053096	5.696538
276.378384	10999.590405	11.140634	-0.053080	5.696546
276.361934	10999.560623	11.145639	-0.053077	5.696538
276.371417	10999.569101	11.150643	-0.053079	5.696540
276.518183	10999.600915	11.155648	-0.053106	5.696553
276.414328	10999.538657	11.160653	-0.053087	5.696534
276.437186	10999.577258	11.165658	-0.053091	5.696545
276.371985	10999.556466	11.170663	-0.053079	5.696537
276.485075	10999.607523	11.175667	-0.053101	5.696554
276.384516	10999.554644	11.180672	-0.053082	5.696537
276.445105	10999.585733	11.185677	-0.053093	5.696547
276.175824	10999.521098	11.190682	-0.053043	5.696521
276.301595	10999.587640	11.195687	-0.053067	5.696543
276.219826	10999.581344	11.200691	-0.053052	5.696538
276.343893	10999.567099	11.205696	-0.053075	5.696539
276.457809	10999.551759	11.210701	-0.053096	5.696539
276.465085	10999.589994	11.215706	-0.053098	5.696549
276.140808	10999.562190	11.220711	-0.053037	5.696531
276.372735	10999.560494	11.225715	-0.053081	5.696538
276.399542	10999.586290	11.230720	-0.053086	5.696546
276.512756	10999.590686	11.235725	-0.053107	5.696551
276.434066	10999.574156	11.240730	-0.053092	5.696544
276.471707	10999.519939	11.245735	-0.053099	5.696531
276.401829	10999.612705	11.250739	-0.053087	5.696553
276.475932	10999.560966	11.255744	-0.053100	5.696542
276.217838	10999.563573	11.260749	-0.053053	5.696534
276.330206	10999.602451	11.265754	-0.053074	5.696548
276.296816	10999.538115	11.270759	-0.053067	5.696530
276.403773	10999.582629	11.275763	-0.053087	5.696545
276.400030	10999.595335	11.280768	-0.053087	5.696548
276.605592	10999.567712	11.285773	-0.053125	5.696548
276.511592	10999.540959	11.290778	-0.053108	5.696538
276.588053	10999.572376	11.295783	-0.053122	5.696549
276.501550	10999.524978	11.300787	-0.053106	5.696534
276.441075	10999.579658	11.305792	-0.053095	5.696546
276.433942	10999.597728	11.310797	-0.053094	5.696550
276.572264	10999.547202	11.315802	-0.053120	5.696542
276.502019	10999.559001	11.320807	-0.053107	5.696543
276.626880	10999.618302	11.325811	-0.053130	5.696562
276.541036	10999.514349	11.330816	-0.053114	5.696533
276.420800	10999.569674	11.335821	-0.053092	5.696543
276.494535	10999.571996	11.340826	-0.053106	5.696546
276.536778	10999.585903	11.345831	-0.053114	5.696551
276.519061	10999.563656	11.350835	-0.053110	5.696545
276.631430	10999.627086	11.355840	-0.053131	5.696565
276.673753	10999.559966	11.360845	-0.053139	5.696549
276.806921	10999.600969	11.365850	-0.053164	5.696564
276.688287	10999.575062	11.370855	-0.053142	5.696553
276.703359	10999.582791	11.375859	-0.053145	5.696556
276.580052	10999.559965	11.380864	-0.053122	5.696546
276.632880	10999.587185	11.385869	-0.053132	5.696555
276.641510	10999.556496	11.390874	-0.053134	5.696547
276.719531	10999.575429	11.395879	-0.053149	5.696555
276.539644	10999.599468	11.400883	-0.053115	5.696555
276.629525	10999.589805	11.405888	-0.053132	5.696555
276.551875	10999.555951	11.410893	-0.053118	5.696544
276.446127	10999.604424	11.415898	-0.053098	5.696553
276.585538	10999.566027	11.420903	-0.053124	5.696548
276.621206	10999.543990	11.425907	-0.053131	5.696543
276.513092	10999.597690	11.430912	-0.053111	5.696553
276.537454	10999.547708	11.435917	-0.053115	5.696541
276.554574	10999.606719	11.440922	-0.053119	5.696557
276.852530	10999.605995	11.445927	-0.053174	5.696567
276.631052	10999.561956	11.450931	-0.053133	5.696548
276.801119	10999.561187	11.455936	-0.053165	5.696554
276.773744	10999.596701	11.460941	-0.053160	5.696562
276.839625	10999.555884	11.465946	-0.053172	5.696554
276.882507	10999.559886	11.470951	-0.053180	5.696556
276.782506	10999.580583	11.475955	-0.053162	5.696558
276.695689	10999.584782	11.480960	-0.053146	5.696556
276.700810	10999.601210	11.485965	-0.053147	5.696561
276.681549	10999.547254	11.490970	-0.053143	5.696546
276.897634	10999.569779	11.495975	-0.053184	5.696560
276.686049	10999.575970	11.500979	-0.053144	5.696554
276.810914	10999.630361	11.505984	-0.053168	5.696572
276.788301	10999.571944	11.510989	-0.053164	5.696556
276.788405	10999.593954	11.515994	-0.053164	5.696562
276.720761	10999.548938	11.520999	-0.053151	5.696548
276.731291	10999.586737	11.526003	-0.053153	5.696558
276.718850	10999.561327	11.531008	-0.053151	5.696551
276.768331	10999.603726	11.536013	-0.053160	5.696564
276.631239	10999.541012	11.541018	-0.053135	5.696543
276.654291	10999.569767	11.546023	-0.053139	5.696551
276.773611	10999.580709	11.551027	-0.053162	5.696558
276.774956	10999.595189	11.556032	-0.053162	5.696562
276.739111	10999.545910	11.561037	-0.053155	5.696548
276.916219	10999.588389	11.566042	-0.053188	5.696565
276.804032	10999.541977	11.571047	-0.053168	5.696550
276.775309	10999.587492	11.576051	-0.053162	5.696560
276.752547	10999.546280	11.581056	-0.053158	5.696549
276.846997	10999.585107	11.586061	-0.053176	5.696562
276.715919	10999.595239	11.591066	-0.053152	5.696560
276.902142	10999.545658	11.596071	-0.053186	5.696554
276.691344	10999.578750	11.601075	-0.053147	5.696555
276.665292	10999.628817	11.606080	-0.053143	5.696567
276.783778	10999.553944	11.611085	-0.053165	5.696552
276.826923	10999.557910	11.616090	-0.053173	5.696555
276.795044	10999.584208	11.621095	-0.053167	5.696560
276.874921	10999.583252	11.626099	-0.053182	5.696563
276.784504	10999.541287	11.631104	-0.053165	5.696549
276.884676	10999.576892	11.636109	-0.053184	5.696561
276.664208	10999.599004	11.641114	-0.053143	5.696560
276.708934	10999.595393	11.646119	-0.053151	5.696560
276.697364	10999.510946	11.651123	-0.053149	5.696538
276.795114	10999.635258	11.656128	-0.053168	5.696573
276.770688	10999.579539	11.661133	-0.053163	5.696558
276.757097	10999.576379	11.666138	-0.053161	5.696557
276.663869	10999.537246	11.671143	-0.053144	5.696544
276.834139	10999.570821	11.676147	-0.053175	5.696558
276.711025	10999.619167	11.681152	-0.053153	5.696566
276.791077	10999.546990	11.686157	-0.053168	5.696551
276.633451	10999.555769	11.691162	-0.053138	5.696548
276.820766	10999.569874	11.696167	-0.053173	5.696558
276.820190	10999.616527	11.701171	-0.053173	5.696570
276.834222	10999.560564	11.706176	-0.053176	5.696556
276.898812	10999.578842	11.711181	-0.053188	5.696563
276.780173	10999.557845	11.716186	-0.053166	5.696553
276.681329	10999.548926	11.721191	-0.053148	5.696548
276.836080	10999.623863	11.726195	-0.053177	5.696572
276.659773	10999.556583	11.731200	-0.053144	5.696549
276.767334	10999.574012	11.736205	-0.053164	5.696557
276.753784	10999.556117	11.741210	-0.053162	5.696552
276.724003	10999.609139	11.746215	-0.053156	5.696565
276.713567	10999.519629	11.751219	-0.053154	5.696541
276.808837	10999.550980	11.756224	-0.053172	5.696553
276.688575	10999.579303	11.761229	-0.053150	5.696556
276.749583	10999.585786	11.766234	-0.053161	5.696560
276.628921	10999.567515	11.771239	-0.053139	5.696551
276.763826	10999.603375	11.776243	-0.053164	5.696565
276.677687	10999.585388	11.781248	-0.053148	5.696557
276.866631	10999.569814	11.786253	-0.053184	5.696560
276.915508	10999.533731	11.791258	-0.053193	5.696552
276.936620	10999.641310	11.796263	-0.053197	5.696580
276.736060	10999.560095	11.801267	-0.053160	5.696553
276.956410	10999.594324	11.806272	-0.053201	5.696569
276.823290	10999.545807	11.811277	-0.053176	5.696552
276.822264	10999.570424	11.816282	-0.053176	5.696558
276.832947	10999.532095	11.821287	-0.053178	5.696549
276.817907	10999.642063	11.826291	-0.053175	5.696576
276.826768	10999.589248	11.831296	-0.053177	5.696563
276.972860	10999.559777	11.836301	-0.053204	5.696561
276.835678	10999.614918	11.841306	-0.053179	5.696570
276.871673	10999.553556	11.846311	-0.053186	5.696556
276.868187	10999.571137	11.851315	-0.053185	5.696560
276.911234	10999.594758	11.856320	-0.053193	5.696568
276.710957	10999.599433	11.861325	-0.053156	5.696562
276.617649	10999.562766	11.866330	-0.053139	5.696550
276.496544	10999.542101	11.871335	-0.053116	5.696540
276.683061	10999.593138	11.876339	-0.053151	5.696560
276.548673	10999.581618	11.881344	-0.053126	5.696552
276.669744	10999.572686	11.886349	-0.053149	5.696554
276.660501	10999.549303	11.891354	-0.053147	5.696548
276.750631	10999.632900	11.896359	-0.053164	5.696572
276.752444	10999.517197	11.901363	-0.053165	5.696543
276.857798	10999.645401	11.906368	-0.053184	5.696579
276.744515	10999.567219	11.911373	-0.053163	5.696555
276.787335	10999.581050	11.916378	-0.053171	5.696560
276.830113	10999.531054	11.921383	-0.053179	5.696549
276.952376	10999.590705	11.926387	-0.053202	5.696568
276.818839	10999.566794	11.931392	-0.053178	5.696558
276.871904	10999.593982	11.936397	-0.053187	5.696566
276.716300	10999.575485	11.941402	-0.053159	5.696556
276.791289	10999.609555	11.946407	-0.053173	5.696568
276.698987	10999.562933	11.951411	-0.053156	5.696553
276.843438	10994.800783	11.956416	-0.053182	5.695346

276.507735	10983.825118	11.961421	-0.053117	5.692542
276.607506	10972.798861	11.966426	-0.053134	5.689739
276.448532	10961.749191	11.971431	-0.053103	5.686919
276.429412	10950.803768	11.976435	-0.053097	5.684129
276.181202	10939.823794	11.981440	-0.053049	5.681321
276.130051	10928.717400	11.986445	-0.053038	5.678486
275.955087	10917.736185	11.991450	-0.053003	5.675678
275.937928	10906.716980	11.996455	-0.052998	5.672864
275.650333	10895.745134	12.001459	-0.052943	5.670051
275.576642	10884.752046	12.006464	-0.052927	5.667238
275.378705	10873.681445	12.011469	-0.052888	5.664400
275.260560	10862.703137	12.016474	-0.052864	5.661587
275.207384	10851.682384	12.021479	-0.052853	5.658765
275.264443	10840.659241	12.026483	-0.052861	5.655944
275.016041	10829.661953	12.031488	-0.052813	5.653117
274.983008	10818.672087	12.036493	-0.052805	5.650298
274.732896	10807.625444	12.041498	-0.052757	5.647456
274.639337	10796.667304	12.046503	-0.052737	5.644641
274.395473	10785.616558	12.051507	-0.052690	5.641795
274.543068	10774.589653	12.056512	-0.052716	5.638967
274.353282	10763.608226	12.061517	-0.052678	5.636138
274.066369	10752.582974	12.066522	-0.052623	5.633293
273.836737	10741.572401	12.071527	-0.052579	5.630452
273.934164	10730.555323	12.076531	-0.052595	5.627619
273.627580	10719.552398	12.081536	-0.052536	5.624775
273.691616	10708.585084	12.086541	-0.052546	5.621951
273.550974	10697.514287	12.091546	-0.052518	5.619092
273.446639	10686.550542	12.096551	-0.052496	5.616260
273.399624	10675.506815	12.101555	-0.052486	5.613409
273.233988	10664.483268	12.106560	-0.052453	5.610556
273.000639	10653.489634	12.111565	-0.052408	5.607708
272.925508	10642.466962	12.116570	-0.052392	5.604856
272.772790	10631.485249	12.121575	-0.052362	5.602011
272.681642	10620.449678	12.126579	-0.052343	5.599152
272.573969	10609.439072	12.131584	-0.052321	5.596298
272.531249	10598.456094	12.136589	-0.052311	5.593452
272.202780	10587.433430	12.141594	-0.052248	5.590584
272.215575	10576.420048	12.146599	-0.052248	5.587729
272.040334	10565.372270	12.151603	-0.052214	5.584857
272.039806	10554.434706	12.156608	-0.052212	5.582018
271.859562	10543.406356	12.161613	-0.052176	5.579148
271.952417	10532.370251	12.166618	-0.052192	5.576284
271.759022	10521.350528	12.171623	-0.052154	5.573413
271.606709	10510.383385	12.176627	-0.052124	5.570555
271.433137	10499.319541	12.181632	-0.052089	5.567670
271.360856	10488.332927	12.186637	-0.052074	5.564807
271.266224	10477.319371	12.191642	-0.052055	5.561934
271.205649	10466.299338	12.196647	-0.052041	5.559060
271.043240	10455.328893	12.201651	-0.052009	5.556194
271.009263	10444.285294	12.206656	-0.052001	5.553311
270.834527	10433.285173	12.211661	-0.051967	5.550434
270.851564	10422.278972	12.216666	-0.051968	5.547560
270.624798	10411.233710	12.221671	-0.051924	5.544665
270.481484	10400.239168	12.226675	-0.051895	5.541786
270.232793	10389.268654	12.231680	-0.051847	5.538906
270.217727	10378.202059	12.236685	-0.051842	5.536010
270.086830	10367.225492	12.241690	-0.051816	5.533131
269.961455	10356.182406	12.246695	-0.051791	5.530233
269.670316	10345.213155	12.251699	-0.051735	5.527346
269.605934	10334.196396	12.256704	-0.051721	5.524455
269.431430	10323.147464	12.261709	-0.051687	5.521549
269.358190	10312.174653	12.266714	-0.051671	5.518665
269.157262	10301.132042	12.271719	-0.051632	5.515757
269.187752	10290.131283	12.276723	-0.051636	5.512867
268.934675	10279.165451	12.281728	-0.051587	5.509974
268.908561	10268.101918	12.286733	-0.051580	5.507062
268.482914	10257.089066	12.291738	-0.051499	5.504146
268.456212	10246.089637	12.296743	-0.051492	5.501248
268.381131	10235.122441	12.301747	-0.051476	5.498355
268.395880	10224.095092	12.306752	-0.051477	5.495449
268.121042	10213.009559	12.311757	-0.051424	5.492514
268.195905	10202.102941	12.316762	-0.051436	5.489638
267.997027	10191.029420	12.321767	-0.051397	5.486706
